"YEAR","MONTH","DAY_OF_MONTH","DAY_OF_WEEK","OP_UNIQUE_CARRIER","TAIL_NUM","ORIGIN","ORIGIN_CITY_NAME","DEST","DEST_CITY_NAME","ARR_TIME","ARR_DELAY","ARR_DELAY_NEW","ARR_DEL15","CANCELLED","CARRIER_DELAY","WEATHER_DELAY","NAS_DELAY","SECURITY_DELAY","LATE_AIRCRAFT_DELAY",
2019,2,26,2,"NK","N510NK","MSY","New Orleans, LA","LAS","Las Vegas, NV","1939",-17.00,0.00,0.00,0.00,,,,,,
2019,2,28,4,"NK","N504NK","MSY","New Orleans, LA","LAS","Las Vegas, NV","2001",5.00,5.00,0.00,0.00,,,,,,
2019,2,14,4,"NK","N913NK","AUS","Austin, TX","LAS","Las Vegas, NV","2229",7.00,7.00,0.00,0.00,,,,,,
2019,2,15,5,"NK","N646NK","AUS","Austin, TX","LAS","Las Vegas, NV","2226",4.00,4.00,0.00,0.00,,,,,,
2019,2,16,6,"NK","N605NK","AUS","Austin, TX","LAS","Las Vegas, NV","2225",3.00,3.00,0.00,0.00,,,,,,
2019,2,17,7,"NK","N609NK","AUS","Austin, TX","LAS","Las Vegas, NV","2249",27.00,27.00,1.00,0.00,3.00,0.00,24.00,0.00,0.00,
2019,2,18,1,"NK","N613NK","AUS","Austin, TX","LAS","Las Vegas, NV","2215",-7.00,0.00,0.00,0.00,,,,,,
2019,2,19,2,"NK","N606NK","AUS","Austin, TX","LAS","Las Vegas, NV","2224",2.00,2.00,0.00,0.00,,,,,,
2019,2,20,3,"NK","N695NK","AUS","Austin, TX","LAS","Las Vegas, NV","0049",147.00,147.00,1.00,0.00,0.00,0.00,147.00,0.00,0.00,
2019,2,21,4,"NK","N652NK","AUS","Austin, TX","LAS","Las Vegas, NV","2338",76.00,76.00,1.00,0.00,0.00,0.00,1.00,0.00,75.00,
2019,2,22,5,"NK","N910NK","AUS","Austin, TX","LAS","Las Vegas, NV","2255",33.00,33.00,1.00,0.00,17.00,0.00,1.00,0.00,15.00,
2019,2,23,6,"NK","N647NK","AUS","Austin, TX","LAS","Las Vegas, NV","2201",-21.00,0.00,0.00,0.00,,,,,,
